0: 0
345: (100!-(0!))*(101!!)
346: (11!+0!)^11+0!+0!+0!
347: ((11!)!-(100!))*.1-(0!)
348: ((11!)!-(100!))*.1
349: ((11!)!-(100!))*.1+0!
350: ((11!)!!+0!+0!)*(11!+0!)
351: ((11!)!)*.1-(100!!+0!)
352: ((11!)!)*.1-(100!!)
353: ((11!)!)*.1-(0!)-((0!+0!+0!)!)
354: ((11!)!)*.1-((0!+0!+0!)!)
355: ((11!)!)*.1+0!-((0!+0!+0!)!)
356: ((11!)!)*.1-100
357: ((11!)!)*.1-(0!+0!+0!)
358: ((11!)!)*.1-(0!+0!)
359: ((11!)!)*.1-(0!)
360: ((11!)!)*.1
361: ((11!)!)*.1+0!
362: ((11!)!)*.1+0!+0!
363: ((11!)!)*.1+0!+0!+0!
364: ((11!)!)*.1+100
365: ((11!)!)*.1-(0!)+(0!+0!+0!)!
366: ((11!)!)*.1+(0!+0!+0!)!
367: ((11!)!)*.1+0!+(0!+0!+0!)!
368: ((11!)!)*.1+100!!
369: (100!!)!!-(101!!)
370: (100!!)!!-(101!!-(0!))
371: (100!!)!!-1101
372: (100!!)!!-((11!)/.1)
373: (100!!)!!-(s(101!+0!))
374: (100!!)!!-1010
375: (100!+0!)*(101!!)
376: (100!!)!!-(100!!)
377: (100!!)!!-(11!+0!)
378: (100!!)!!-(11!)
379: (100!!)!!-101
380: (100!!)!!-100
381: (100!!)!!-11
382: (100!!)!!-(0!+0!)
383: (100!!)!!-(0!)
384: (100!!)!!
385: (100!!)!!+0!
386: (100!!)!!+0!+0!
387: (100!!)!!+11
388: (100!!)!!+100
389: (100!!)!!+101
390: (100!!)!!+11!
391: (100!!)!!+11!+0!
392: (100!!)!!+100!!
393: (100!!)!!+1001
394: (100!!)!!+1010
395: (100!!)!!+s(101!+0!)
396: (100!!)!!+(11!)/.1
397: (100!!)!!+1101
398: (100!!)!!+101!!-(0!)
399: (100!!)!!+101!!
400: 10100^10
401: 10100^10+1
402: (100!!)!!+1001/.1
403: (100!!)!!+s(((11!)!)*.1+0!)
404: ((11!)!)*.1001-(0!)
405: ((11!)!)*.1001
406: ((11!)!)*.1001+0!
407: (100!!)!!+100!-1
408: (100!!)!!+100!
409: (100!!)!!+100!+1
410: (100!!)!!+11010
411: ((11!)!+0!)/(0!+.11)-(0!)
412: ((11!)!+0!)/(0!+.11)
413: ((11!)!+0!)/(0!+.11)+0!
414: (100!!)!!+(101!!)/.1
415: ((11!+0!)!!-(0!))/.01-(0!)
416: ((11!+0!)!!-(0!))/.01
417: ((11!+0!)!!-(0!))/.01+0!
418: (((11!+0!)!!)/.1-(0!))/.1
419: ((11!+0!)!!)/.01-(0!)
420: ((11!+0!)!!)/.01
421: ((11!+0!)!!)/.01+0!
422: (((11!+0!)!!)/.1+0!)/.1
423: ((11!)!!-(0!))*(100!!+0!)
424: ((11!+0!)!!+0!)/.01
425: ((11!+0!)!!+0!)/.01+0!
426: (s((11!+0!)!+0!))*(11!)
427: (s((11!+0!)!+0!))*(11!)+0!
428: ((11!+0!)!!+0!+0!)/.01
429: (100!!)!!-(10+0!)+(11!)!!
430: (100!!)!!-(0!+0!)+(11!)!!
431: (100!!)!!-(0!)+(11!)!!
432: (100!!)!!+(11!)!!
433: (100!!)!!+(11!)!!+0!
434: (100!!)!!+(11!)!!+0!+0!
435: (100!!)!!+(11!)!!+10+0!
436: ((11!)^11+0!+0!)*(0!+0!)
437: (100!-(0!))*(s(((11!)!)*.1+0!))
438: (100!!)!!+(11!)!!+(10+0!)!
439: ((100!!)!!+0!)/.111-(0!)
440: ((100!!)!!+0!)/.111
441: 10101^(0!+0!)
442: 10101^10+0!
443: (100!!)!!-(0!)+(101!)*.1
444: (100!!)!!+(101!)*.1
445: (100!!)!!+(101!)*.1+0!
446: ((101!!)^10-(0!+0!))/.1
447: (100!!)!!-(0!)+.1^-(11!)
448: (100!!)!!+.1^-(11!)
449: ((11!)!)*.101-(0!)
450: ((11!)!)*.101
451: ((11!)!)*.101+0!
452: ((101!!)^(0!+0!)+0!)/.1
453: ((11!)!)*.101+0!+0!+0!
454: ((101!!)^10+0!+0!)/.1
455: (100!!)!!+s((11!+0!)!+0!)
456: (100!!)!!+((11!)!!)*(0!+.1)
457: (100!!)!!+0!+((11!)!!)*(0!+.1)
458: (((0!+0!+0!)!)!)*.1+((11!)!!+0!)/.1
459: ((11!+0!)!!+(11!)!!)*(0!+0!+0!)
460: ((11!)!!-(0!+0!))*1010
461: (((11!)!!)^(0!+0!)+0!)/101
462: (11!)!-(.1^-(100!!))-(0!+0!)
463: (11!)!-(.1^-(100!!))-(0!)
464: (11!)!-(.1^-(100!!))
465: ((11!)!)*.1+((0!+0!+0!)!+0!)!!
466: (11!)!-(.1^-(100!!))+0!+0!
467: ((100!!+0!)!!+0!)*.1-(11!)
468: (101!-10-(0!))/.01
469: ((11!)!!-(0!))*1010-(0!)
470: ((11!)!!-(0!))*1010
471: (1001!!-(0!))*.1-(0!)
472: ((100!!+0!)!!-(0!))*.1
473: ((100!!+0!)!!+0!)*.1
474: (1001!!+0!)*.1+0!
475: (101!-(0!))/.01-(0!)
476: (101!-(0!))/.01
477: (101!-(0!))/.01+0!
478: ((11!)!)/(0!+.1)-(0!+0!)
479: ((11!)!)/(0!+.1)-(0!)
480: ((11!)!)/(0!+.1)
481: ((11!)!)/(0!+.1)+0!
482: ((11!)!)/(0!+.1)+0!+0!
483: ((11!)!)/(0!+.1)+0!+0!+0!
484: (101!+0!)/.01
485: (101!+0!)/.01+0!
486: ((0!+0!+0!)^101)/.1
487: (100!!)!!-10+(11!+0!)!!
488: (101!+0!+0!)/.01
489: (100!!)!!+(11!+0!)!!
490: (100!!)!!+0!+(11!+0!)!!
491: (100!!)!!+111!!+0!+0!
492: ((11!)!)*.11-(((0!+0!+0!)!)!!)
493: ((11!)!-(0!))/.1-((100!!+0!)!!)
494: (11!)!-(0!)-((101!!)^(0!+0!))
495: (((0!+0!+0!)!)!)*.1011
496: ((11!)!+100!)/(0!+.1)
497: (s((11!+0!)!+0!))*(11!+0!)
498: ((11!)!)*.101+((0!+0!+0!)!)!!
499 was not found
500: (1010^11)/(0!+0!)
501 was not found
502: (100!!)!!+101!-10
503: (100!!)!!+101!-(0!)
504: (100!!)!!+101!
505: (100!!)!!+101!+0!
506: .1^-(100!!+0!)-(11!)
507: .1^-(100!!+0!)-101
508: (.1^-(100!!)-(0!+0!))/.1
509: (.1^-(100!!)-(0!))/.1-(0!)
510: (.1^-(100!!)-(0!))/.1
511: .1^-(100!!+0!)-(0!)
512: .1^-(100!!+0!)
513: .1^-(100!!+0!)+0!
514: (.1^-(100!!)+0!)/.1
515: (.1^-(100!!)+0!)/.1+0!
516: (.1^-(100!!)+0!+0!)/.1
517: ((11!)!!-(0!))*(s(101!+0!))
518: .1^-(100!!+0!)+11!
519: .1^-(100!!+0!)+11!+0!
520: (.1^-(11!)+0!)/.001
521: (.1^-(11!)+0!)/.001+0!
522: ((11!)!-(((0!+0!)^(0!+0!))!))*.11
523: (100!-1)^(0!+0!)-(11!)
524: ((11!+0!)!!)*101-(0!)
525: ((11!+0!)!!)*101
526: ((11!+0!)!!)*101+0!
527: (11!)!-(0!)-(((100!!)!!)*.1)
528: ((11!)!!)*(s(101!+0!))
529: (100!-1)^(0!+0!)
530: (100!-1)^10+0!
531: (100!-1)^(.1^-1)+0!+0!
532: (100!-1)^(0!+0!)+11
533: ((11!)!)*.11-(0!)-((0!+0!+0!)!)
534: ((11!)!)*.11-((0!+0!+0!)!)
535: (100!-1)^(0!+0!)+11!
536: .001^-11+100!
537: ((11!)!)*.11-(0!+0!+0!)
538: ((11!)!)*.11-(0!+0!)
539: ((11!)!)*.11-(0!)
540: ((11!)!)*.11
541: ((11!)!)*.11+0!
542: ((11!)!)*.11+0!+0!
543: ((11!)!)*.11+0!+0!+0!
544: ((100!!)!!+100!)/.11
545: ((11!)!)*.11-(0!)+(0!+0!+0!)!
546: ((11!)!)*.11+(0!+0!+0!)!
547: ((11!)!)*.11+0!+(0!+0!+0!)!
548: ((11!)!)*.11+((0!+0!)^(0!+0!))!!
549: (((11!)!)*.1+(0!+0!+0!)!)*(0!+.1)
550: ((11!)!!+0!+0!)*(s(101!+0!))
551: ((11!)!+(100!!)!!)*.1-(0!)
552: ((11!)!+(100!!)!!)*.1
553: ((11!)!+(100!!)!!)*.1+0!
554: ((11!)!+(100!!)!!)*.1+0!+0!
555: ((11!)^(0!+0!)+0!)*(101!!)
556: ((100!!)!!-(0!)-((11!+0!)!!))/.1
557: ((100!!)!!-((11!+0!)!!))/.1-(0!)
558: ((100!!)!!-((11!+0!)!!))/.1
559: .1^-(100!!+0!)+(11!)!!-(0!)
560: ((11!+0!)!)/(100!!+0!)
561: 1001!!-((100!!)!!)
562: 1001!!+1-((100!!)!!)
563: (100!!)!!-(0!)+((11!)!)*.01
564: (((11!)!!-(0!))/.1)*((0!+0!+0!)!)
565: (100!!)!!+0!+((11!)!)*.01
566: ((100!!)!!-(11!))*(0!+.1)-(0!)
567: ((100!!)!!-(11!))*(0!+.1)
568: (s((11!+0!)!+0!))/.001
569: (100!)^10-(11!+0!)
570: (100!)^(0!+0!)-(11!)
571: (100!)^10-101
572: (100!)^(.1^-1)-100
573: ((100!!)!!-10)*(0!+.1)
574: (100!)^(.1^-1)-(0!+0!)
575: (100!)^10-(0!)
576: (100!)^(0!+0!)
577: (100!)^10+0!
578: (100!)^(.1^-1)+0!+0!
579: ((100!!)!!+10)*(0!+.1)
580: (100!)^(.1^-1)+100
581: (100!)^10+101
582: (100!)^(0!+0!)+11!
583: (100!)^10+11!+0!
584: (100!)^(.1^-1)+100!!
585: (((0!+0!+0!)!)!)*.1101
586: ((100!!)!!+11!)*(0!+.1)+0!
587: ((11!)!!+0!)*1100-(0!)
588: (((11!)!!+0!)/.1)*((0!+0!+0!)!)
589: ((11!)!!+0!)*1100+0!
590: (1001!!-(0!))*.101
591: (100!)^10+101!!
592: ((0!+0!+0!)!)!-(.1^-(11!+0!))
593: (11!)!+0!-((0!+0!)^(11!+0!))
594: (100!!)!!+((11!+0!)!!)/.1
595: (101!-(0!))*101
596: (101!-(0!))*101+0!
597: (11!)!-(101!+0!)-(0!+0!)
598: (11!)!-(101!+0!)-(0!)
599: (11!)!-(101!+0!)
600: (11!)!-(101!)
601: (11!)!-(101!-(0!))
602: (11!)!-(101!)+0!+0!
603: (11!)!-(101!)+0!+0!+0!
604: (101!+0!)*101-(0!)
605: (101!+0!)*101
606: (101!+0!)*101+0!
607 was not found
608: (.1^-(100!!)+(11!)!!)*(0!+0!)
609: (100!!)!!+(101!!)^10
610: (101!+0!+0!)*101
611: ((11!)!!-(0!))*(1100+0!)
612: ((100!!)!!+(.01^-1)!)*(0!+.1)
613: (11!)!-(0!+0!)-((11!+0!)!!)
614: (11!)!-(0!)-((11!+0!)!!)
615: (11!)!-((11!+0!)!!)
616: (11!)!+0!-((11!+0!)!!)
617: (11!)!+0!+0!-((11!+0!)!!)
618: ((11!+0!)!!-(0!+0!))*(11!)
619: (100!+1)^(0!+0!)-(11!)
620: (11!)!-(1010^(0!+0!))
621: (11!)!-((11!+0!)!!)+(0!+0!+0!)!
622: ((0!+0!+0!)!)!-(((11!)!!+0!)/.1)
623: ((0!+0!+0!)!)!-(((11!)!!)/.1+0!)
624: ((0!+0!+0!)!)!-(((11!)!!)/.1)
625: (100!+1)^(0!+0!)
626: 101^100+0!
627: 101^100+10
628: ((11!+0!)!!)*(11!)-(0!+0!)
629: ((11!+0!)!!)*(11!)-(0!)
630: ((11!+0!)!!)*(11!)
631: ((11!+0!)!!)*(11!)+0!
632: ((11!+0!)!!)*(11!)+0!+0!
633: ((111!!)/.1+0!)*(0!+0!+0!)
634: ((100!!+0!)!!+11!)/(0!+.1)
635: ((11!+0!)!!+0!)*(11!)-(0!)
636: ((11!+0!)!!+0!)*(11!)
637: ((11!+0!)!!+0!)*(11!)+0!
638: (1010!!)/(11!)-(0!+0!)
639: ((11!)!)/(0!+.001)-(0!)
640: ((11!)!)/(0!+.001)
641: ((11!)!)/(0!+.001)+0!
642: ((11!+0!)!!+0!+0!)*(11!)
643: ((11!+0!)!!+0!+0!)*(11!)+0!
644: ((11!)!!-(0!+0!))*(101!!-(0!))
645: ((11!)^11-(0!))*(0!+0!+0!)
646: ((11!)^100)*.1-(0!+0!)
647: ((11!)^100)*.1-(0!)
648: ((11!)^100)*.1
649: (11!)!-(s((11!+0!)!+0!))
650: (11!)!+0!-(s((11!+0!)!+0!))
651: ((11!)^11+0!)*(0!+0!+0!)
652 was not found
653 was not found
654: (11!)!-(0!+0!)-((0!+0!)^(11!))
655: (11!)!-(0!)-(.1^-((0!+0!+0!)!))
656: (11!)!-(.1^-((0!+0!+0!)!))
657: ((0!+0!+0!)!)!-(.1^-(11!)-(0!))
658: ((11!)!!-(0!))*(101!!-(0!))
659: (11!)!-(0!)-((101!)/(0!+0!))
660: ((0!+0!+0!)!)!-((101!)*.1)
661: (11!)!+0!-((101!)/(0!+0!))
662: ((100!!)!!)/.1-((11!+0!)!!)-(0!)
663: ((100!!)!!)/.1-((11!+0!)!!)
664: ((100!!)!!)/.1-((11!+0!)!!)+0!
665: (((11!)!!)/.1-(0!))*(100!!-(0!))
666: (11!)!-((11!)!!)-((0!+0!+0!)!)
667: (11!)!-((11!)!!)+0!-((0!+0!+0!)!)
668: (11!)!-((11!)!!)-((0!+0!)^(0!+0!))
669: (11!)!-((11!)!!)-(0!+0!+0!)
670: (11!)!-((11!)!!)-(0!+0!)
671: (11!)!-((11!)!!)-(0!)
672: (11!)!-((11!)!!)
673: (11!)!-((11!)!!)+0!
674: (11!)!-((11!)!!)+0!+0!
675: ((101!!)^(0!+0!))*11
676: 11010^(0!+0!)
677: 11010^10+0!
678: (11!)!-((11!)!!)+(0!+0!+0!)!
679: (((11!)!!)/.1+0!)*(100!!-(0!))
680: (11!)!-101000
681: (0!+0!+0!)^(11!)-((11!)!!)
682: (.01^-101-(0!))/(0!+.1)
683: (11!)!-(0!)-((11!)^(0!+0!))
684: (11!)!-((11!)^(0!+0!))
685: (11!)!+0!-((11!)^(0!+0!))
686: ((11!+0!)^(0!+0!+0!))/.1
687: (11!)!-100001
688: ((0!+0!+0!)!)!-(.1^-101)
689: 1001!!-(.1^-(100!!))
690: ((0!+0!+0!)!)!-((101!!)/.1)
691: (11!)!+0!-((101!!)*(0!+0!))
692: (11!)!-(100!+100)
693: (11!)!-(11^(0!+0!+0!))
694: (11!)!-(100!+0!)-(0!)
695: (11!)!-(100!+0!)
696: (11!)!-(100!)
697: (11!)!-(100!-(0!))
698: (11!)!-(100!)+0!+0!
699: (11!)!-(10100+0!)
700: (11!)!-10100
701: ((0!+0!+0!)!)!-(s(((11!)!)*.1+0!))
702: (11!)!-10010
703: (11!)!-(0!)-(.01^-(0!+0!))
704: (11!)!-(.01^-(0!+0!))
705: (11!)!-(101!!)
706: (11!)!-(101!!-(0!))
707: (11!)!-(0!)-(((0!+0!+0!)!)/.1)
708: (11!)!-(((0!+0!+0!)!)/.1)
709: (11!)!-(s(101!+0!))
710: (11!)!-1010
711: (11!)!-(100!!+0!)
712: (11!)!-(100!!)
713: (11!)!-(11!+0!)
714: (11!)!-(11!)
715: (11!)!-101
716: (11!)!-100
717: (11!)!-11
718: (11!)!-(0!+0!)
719: (11!)!-(0!)
720: (11!)!
721: (11!)!+0!
722: (11!)!+0!+0!
723: (11!)!+11
724: (11!)!+100
725: (11!)!+101
726: (11!)!+11!
727: (11!)!+11!+0!
728: (11!)!+100!!
729: 11^(11!)
730: 11^(11!)+0!
731: 11^(11!)+0!+0!
